string3 0,string3 1,string3 2,string3 3,float 4,float 5,float 6,float 7,float 8,int 9,float 10,float 11,float 12,float 13,int 14
"chr229run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr230","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr230walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr230slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr230brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr230run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr231","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr231symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr231walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr231slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr231brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr231run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr232","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr232walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr232slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr232brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr232run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr233","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr233walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr233slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr233brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr233run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr234","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr234walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr234slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr234brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr234run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr924","bn01","br01","",6,0,1,-1,-1,0,13,3,-1,-1,-1
"chr924walk","bn01","br01","",2.5,0,1,2.5,5,0,13,3,-1,-1,-1
"chr924slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,13,3,-1,-1,-1
"chr924brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,13,3,-1,-1,-1
"chr924run","bn01","br01","",5,0,1,5,10,0,13,3,-1,-1,-1
"chr925","bn01","br01","",6,0,1,-1,-1,0,13,3,-1,-1,-1
"chr925walk","bn01","br01","",2.5,0,1,2.5,5,0,13,3,-1,-1,-1
"chr925slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,13,3,-1,-1,-1
"chr925brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,13,3,-1,-1,-1
"chr925run","bn01","br01","",5,0,1,5,10,0,13,3,-1,-1,-1
"chr235","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr235symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr235walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr235slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr235brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr235run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr237","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr237symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr237walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr237slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr237brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr237run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr239","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr239walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr239slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr239brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr239run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr240","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr240symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr240walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr240slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr240brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr240run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr241","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr241symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr241walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr241slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr241brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr241run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr242","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr242symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr242walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr242slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr242brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr242run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr301","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr301symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr301symbol02","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr301walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr301slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr301brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr301run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr302","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr302symbol01","bn01","br01","",4.5,0,0,-1,-1,0,2,14,-1,-1,7
"chr302walk","bn01","br01","",2.5,0,1,2.5,5,0,2,14,-1,-1,7
"chr302slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,2,14,-1,-1,7
"chr302brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,2,14,-1,-1,7
"chr302run","bn01","br01","",5,0,1,5,10,0,2,14,-1,-1,7
"chr303","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr303mob01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr303symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr303walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr303slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr303brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr303run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr304","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr304mob01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr304symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr304walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr304slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr304brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr304run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr305","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr305symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr305walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr305slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr305brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr305run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr306","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr306symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr306walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr306slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr306brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr306run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr307","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr307mob01","r307_loop01","r307_loop01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr307piyo","r307_loop01","r307_loop01","",3,0,1,-1,-1,1,-1,-1,-1,-1,-1
"chr307fly","f001","f001","",3,0,1,-1,-1,1,-1,-1,-1,-1,-1
"chr307walk","bn01","br01","",2.5,0,1,2.5,5,1,-1,-1,-1,-1,-1
"chr307slow_walk","bn01","br01","",1.5,0,1,1.5,3,1,-1,-1,-1,-1,-1
"chr307brisk_walk","bn01","br01","",3.5,0,1,3.5,7,1,-1,-1,-1,-1,-1
"chr307run","bn01","br01","",5,0,1,5,10,1,-1,-1,-1,-1,-1
"chr308","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr308mob01","bn01","br01","",2.25,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr308symbol01","bn01","br01","",2.25,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr308symbol02","bn01","br01","",1.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr308walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr308slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr308brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr308run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr309","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr309walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr309slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr309brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr309run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr310","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr310symbol01","bn01","br01","",2.4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr310walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr310slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr310brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr310run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr311","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr311symbol01","bn01","br01","",2.4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr311walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr311slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr311brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr311run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr312","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr312walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr312slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr312brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr312run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr313","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr313symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr313walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr313slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr313brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr313run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr314","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr314symbol01","bn01","br01","",3.825,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr314walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr314slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr314brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr314run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr315","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr315walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr315slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr315brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr315run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr316","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr316symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr316mob01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr316walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr316slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr316brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr316run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr317","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr317mob01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr317walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr317slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr317brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr317run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr320","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr320mob01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr320symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr320walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr320slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr320brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr320run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr321","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr321mob01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr321symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr321walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr321slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr321brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr321run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr322","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr322symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr322mob01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr322walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr322slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr322brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr322run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr325","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr325symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr325walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr325slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr325brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr325run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr326","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr326symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr326walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr326slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr326brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr326run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr327","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr327mob01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr327walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr327slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr327brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr327run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr328","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr328walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr328slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr328brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr328run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr329","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr331","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr338","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr338walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr338slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr338brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr338run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr341","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr341symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr341mob01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr341f001","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr341walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr341slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr341brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr341run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr342","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr342symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr342walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr342slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr342brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr342run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr343","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr343mob01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr343mob02","bn01","f000","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr343symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr343walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr343slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr343brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr343run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr344","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr344symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr344walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr344slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr344brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr344run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr345","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr345symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr345walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr345slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr345brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr345run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr346","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr346symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr346walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr346slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr346brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr346run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr347","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr347mob01","bn01","f000","",1,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr347walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr347slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr347brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr347run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr347swim","f000","f000","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr348","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr348symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr348walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr348slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr348brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr348run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr349","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr349symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr349walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr349slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr349brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr349run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr357","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr358","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr359","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr359waiter","f000","f001","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr359walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr359slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr359brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr359run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr361","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr361walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr361slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr361brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr361run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr363","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr363symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
