int 0,string 1,string 2,string 3,string 4,string 5,string 6,string 7,string 8,string 9,string 10,string 11
110010,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr21}","","","","","","","","","",""
110011,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110012,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110013,"{fs19}{tl4}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110014,"{fs19}{tl4}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl4}","","","","","","","","","",""
110015,"{fs20}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}{scr21}","","","","","","","","","",""
110016,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
110017,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
110018,"{fs19}{tl4}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
110019,"{fs19}{tl4}{fa2}{fc(ffbe36)}{fal(4d)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
110020,"{fs22}{fa0}{fc(dfebf8)}{lm12}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","","","","{fs18}{fa0}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}"
110021,"{fs20}{fa2}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110022,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110030,"{fs28}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110040,"{fs20}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110041,"{fs20}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
120010,"{fs22}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr24}","","","","","","","","","",""
120011,"{fs22}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
120012,"{fs22}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
120013,"{fs19}{tl4}{fa2}{fc(9af0e1)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
120015,"{fs22}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
120016,"{fs22}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
120017,"{fs22}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
200000,"{fs40}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
200001,"{fs13}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
200010,"{fs20}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
200020,"{fs14}{fa0}{fc(ffd97f)}{fal(B3)}","","","","","","","","","",""
200021,"{fs18}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
200022,"{fs18}{fa0}{lm10}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
200100,"{fs26}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
200103,"{fs21}{fa0}{la1}{lm14}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
200104,"{fs21}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr28}","","","","","","","","","",""
200105,"{fs21}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}{scr28}","","","","","","","","","",""
200106,"{fs21}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
200107,"{fs20}{fa1}{fc(f64e69)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
200108,"{fs21}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr50}","","","","","","","","","",""
200109,"{fs21}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}{scr50}","","","","","","","","","",""
200110,"{fs21}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr40}","","","","","","","","","",""
200111,"{fs21}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}{scr40}","","","","","","","","","",""
200112,"{fs21}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr25}","","","","","","","","","",""
200113,"{fs21}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}{scr25}","","","","","","","","","",""
210000,"{fs70}{fa1}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
210005,"{fs34}{fa1}{fc(050d14)}","","","","","","","","","",""
210006,"{fs24}{fa1}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
210010,"{fs35}{fa1}{fc(fffabe)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
210011,"{fs70}{fa1}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
210060,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210061,"{fs20}{fa1}{fc(dfebf8)}","","","","","","","","","",""
210065,"{fs19}{fa0}{fc(959fa9)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210066,"{fs20}{fa1}{fc(959fa9)}","","","","","","","","","",""
210070,"{fs22}{fa0}{fc(ffbe36)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210071,"{fs22}{fa0}{fc(f9f62a)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210072,"{fs22}{fa0}{fc(dfebf8)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210073,"{fs22}{fa0}{fc(fffabe)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210074,"{fs20}{fa0}{fc(dfebf8)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210075,"{fs20}{fa0}{fc(6e747b)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210100,"{fs19}{fa1}{fc(dfebf8)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210110,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{ba(80)}","","","","","","","","","",""
210200,"{fs40}{fa0}{fc(dfebf8)}{b1}{bt0}{ba(80)}","","","","","","","","","",""
215000,"{fs19}{fa0}{fc(dfebf8)}","","","","","","","","","",""
230000,"{fs28}{fa2}{fc(dfebf8)}{b1}{bt0}{bc(050d14)}{ba(80)}","","","","","","","","","",""
230001,"{fs19}{fa0}{la0}{fc(dfebf8)}{lm13}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230002,"{fs19}{fa0}{la0}{fc(050d14)}{lm13}","","","","","","","","","",""
230003,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}{scr21}","","","","","","","","","",""
230004,"{fs19}{fa0}{fc(050d14)}{scr21}","","","","","","","","","",""
230005,"{fs19}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230006,"{fs19}{fa2}{fc(050d14)}","","","","","","","","","",""
230007,"{fs19}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230008,"{fs19}{fc(050d14)}","","","","","","","","","",""
230009,"{fs19}{fa2}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230011,"{fs19}{fa2}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230012,"{fs19}{fa2}{fc(050d14)}","","","","","","","","","",""
230014,"{fs19}{fa2}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230015,"{fs19}{fa2}{fc(050d14)}","","","","","","","","","",""
230016,"{fs19}{fa2}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230017,"{fs19}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230018,"{fs19}{fa2}{fc(050d14)}","","","","","","","","","",""
230019,"{fs19}{fc(050d14)}","","","","","","","","","",""
230020,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230021,"{fs19}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230022,"{fs19}{fa0}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230023,"{fs19}{fa2}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230024,"{fs19}{fa0}{fc(050d14)}","","","","","","","","","",""
230025,"{fs19}{fa2}{fc(050d14)}","","","","","","","","","",""
230026,"{fs19}{fa0}{fc(050d14)}","","","","","","","","","",""
230027,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230028,"{fs19}{fa0}{fc(fffabe)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230029,"{fs19}{fa0}{fc(f9f62a)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230030,"{fs18}{fa2}{fc(f9f62a)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230031,"{fs18}{fa2}{fc(050d14)}","","","","","","","","","",""
230050,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230051,"{fs21}{fc(ffc214)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230052,"{fs21}{la1}{ia0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230053,"{fs48}{fc(ffffff)}","","","","","","","","","",""
230100,"{fs20}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230101,"{fs26}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(4d)}","","","","","","","","","",""
230102,"{fs26}{fc(050a14)}{fal(80)}","","","","","","","","","",""
230103,"{fs32}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(4d)}","","","","","","","","","",""
230104,"{fs32}{fc(050a14)}{fal(80)}","","","","","","","","","",""
230105,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230106,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
230110,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230111,"{fs20}{fa0}{fc(72ff00)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230112,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230113,"{fs20}{fa2}{fc(72ff00)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230114,"{fs18}{fa1}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
230200,"{fs48}{fc(ffffff)}","","","","","","","","","",""
250000,"{fs38}{fc(050a14)}{fal(80)}","","","","","","","","","",""
250001,"{fs38}","","","","","","","","","",""
250002,"{fs22}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250003,"{fs22}{fc(050d14)}","","","","","","","","","",""
250004,"{fs38}","","","","","","","","","",""
250005,"{fs28}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250006,"{fs20}{fa0}{la1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250007,"{fs19}{fa1}{fc(050d14)}","","","","","","","","","",""
250008,"{fs19}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250009,"{fs19}{fa1}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250010,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr21}","","","","","","","","","",""
250011,"{fs20}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr21}","","","","","","","","","",""
250012,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250013,"{fs20}{fa1}{fc(f64e69)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250014,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250015,"{fs20}{fa2}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250016,"{fs20}{fa1}{fc(aeb8c3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250017,"{fs20}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250018,"{fs20}{fa2}{fc(f64e69)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250019,"{fs20}{fa0}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250020,"{fs20}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250021,"{fs20}{fa0}{fc(f64e69)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250022,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250023,"{fs20}{fa2}{fc(f64e69)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250024,"{fs20}{fa1}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250025,"{fs26}{fc(dfebf8)}{la0}{ia1}{lm24}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
250026,"{fs20}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
250027,"{fs21}{ia1}{fc(ffbe36)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250028,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
250029,"{fs20}{fa1}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300000,"{fs21}{ia1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300001,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300010,"{fs21}{ia1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300020,"{fs21}{ia1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300021,"{fs21}{fc(ffc214)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300022,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300030,"{fs21}{ia1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300031,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300100,"{fs21}{ia1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(10)}","","","","","","","","","",""
300101,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(10)}","","","","","","","","","",""
300110,"{fs21}{ia1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(10)}","","","","","","","","","",""
300130,"{fs21}{ia1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(10)}","","","","","","","","","",""
300131,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(10)}","","","","","","","","","",""
300200,"{fs21}{ia1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300201,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300210,"{fs21}{ia1}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300230,"{fs21}{ia1}{fc(dfebf8)}{lm10}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300231,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300232,"{fs21}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
300300,"{fs50}{fc(dfebf8)}","","","","","","","","","",""
300301,"{fs50}{fc(00ffff)}","","","","","","","","","",""
300302,"{fs50}{fc(ff00ff)}","","","","","","","","","",""
300303,"{fs50}{fc(050d14)}","","","","","","","","","",""
300304,"{fs50}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(cc)}","","","","","","","","","",""
300305,"{fs30}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(cc)}","","","","","","","","","",""
300306,"{fs30}{fc(000000)}{fal(66)}","","","","","","","","","",""
300400,"{fs30}{fc(dfebf8)}{la0}{ia0}{lm25}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
300401,"{fs28}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
300402,"{fs32}{fa1}{la1}{fc(FFFFFF)}{b1}{bt1}{ft3}","","","","","","","","","",""
300403,"{fs32}{fa1}{ia0}{la1}{fc(FFFFFF)}{b1}{bt1}{ft3}","","","","","","","","","",""
300404,"{fs32}{fa0}{la1}{fc(FFFFFF)}{b1}{bt1}{ft3}","","","","","","","","","",""
300500,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
300501,"{fs19}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
300502,"{fs18}{fa2}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(cc)}","","","","","","","","","",""
300503,"{fs19}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
300504,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
300510,"{fs48}{fa1}{la1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
300511,"{fs38}{fa1}{la1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
300600,"{fs19}{fa2}{fc(dfebf8)}","","","","","","","","","",""
300700,"{fs24}{fa1}{la1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
300701,"{fs24}{fa1}{la1}{fc(6e747b)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
300702,"{fs30}{fa1}{la1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
300703,"{fs30}{fa1}{la1}{fc(6e747b)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
300704,"{fs24}{fa2}{la1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
300705,"{fs30}{fa2}{la1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}","","","","","","","","","",""
300800,"{fs20}{fc(dfebf8)}{lm8}{b1}{bt1}{bc(000000)}{ba(80)}{ft3}","","","","","","","","","",""
400000,"{fs17}{fc(050d14)}","","","","","","","","","",""
400001,"{fs18}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400002,"{fs22}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400003,"{fs30}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400004,"{fs18}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(33)}{scr15}","","","","","","","","","",""
400005,"{fs22}{fa0}{fc(f0d438)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400006,"{fs22}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400008,"{fs30}{fc(ffbec1)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400009,"{fs18}{fa0}{fc(ffbec1)}{b1}{bt1}{bc(050d14)}{ba(33)}{scr15}","","","","","","","","","",""
400010,"{fs22}{fa0}{fc(ffbec1)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400011,"{fs19}{fa1}{fc(b1dfff)}{b1}{bt1}{bc(050d14)}{ba(99)}","","","","","","","","","",""
400012,"{fs19}{fa1}{fc(ffb1c5)}{b1}{bt1}{bc(050d14)}{ba(99)}","","","","","","","","","",""
400020,"{fs17}{fc(bfc5cd)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400021,"{fs18}{fc(bfc5cd)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400022,"{fs22}{fc(bfc5cd)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400023,"{fs30}{fc(bfc5cd)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400024,"{fs18}{fa0}{fc(bfc5cd)}{b1}{bt1}{bc(050d14)}{ba(33)}{scr15}","","","","","","","","","",""
400025,"{fs22}{fa0}{fc(bfc5cd)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400026,"{fs22}{fa0}{fc(bfc5cd)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400040,"{fs18}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400041,"{fs18}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400042,"{fs22}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400043,"{fs30}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400044,"{fs18}{fa0}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400045,"{fs22}{fa0}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400046,"{fs22}{fa0}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400047,"{fs32}{fc(ffffff)}","","","","","","","","","",""
400048,"{fs32}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400100,"{fs22}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400101,"{fs18}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400102,"{fs20}{fc(dfebf8)}{fa0}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400103,"{fs26}{fc(ffffff)}{b1}{bt0}{bc(000000)}{ba(4d)}","","","","","","","","","",""
400104,"{fs26}{fc(050a14)}{fal(80)}","","","","","","","","","",""
400130,"{fs26}{fc(050a14)}{fal(80)}","","","","","","","","","",""
400131,"{fs26}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(4d)}","","","","","","","","","",""
400132,"{fs19}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400140,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400141,"{fs18}{fc(00d8ff)}{fa0}{fal(66)}","","","","","","","","","",""
400142,"{fs18}{fc(00d8ff)}{fa0}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400143,"{fs18}{fc(ff516d)}{fa0}{fal(66)}","","","","","","","","","",""
400144,"{fs18}{fc(ff516d)}{fa0}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400145,"{fs20}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400146,"{fs20}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400147,"{fs20}{fc(00d8ff)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400148,"{fs20}{fc(ff516d)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400149,"{fs33}{fa2}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400150,"{fs33}{fa2}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
400151,"{fs33}{fa2}{fc(00d8ff)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
400152,"{fs33}{fa2}{fc(ff516d)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
400153,"{fs26}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400154,"{fs26}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(4d)}","","","","","","","","","",""
400155,"{fs26}{fc(00d8ff)}{b1}{bt1}{bc(000000)}{ba(4d)}","","","","","","","","","",""
