int32 0,empty 1,int32 2,empty 3,empty 4,int32 5,empty 6,bool 7,bool 8,bool 9,int32 10,int32 11,float 12,float 13,string2 14,int32 15,int32 16,int32 17,int32 18,int32 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,int32 27,int32 28,int32 29,int32 30,empty 31,int32 32,int32 33,int32 34,int32 35,int32 36,int32 37,empty 38,int32 39,int32 40,empty 41,int32 42,int32 43
70302,,703,,,70302,,false,true,false,0,20,-1,0.05,"",0,0,5500,850,4350,2020,3570,2200,1790,60,100,260,90,260,90,200,,0,664,10,320,32,10703,,30,0,,0,0
70401,,704,,,70401,,false,true,false,0,20,-1,0.05,"",0,0,1900,700,1020,1040,1120,820,880,60,100,260,90,260,90,200,,0,664,10,320,32,10704,,5,0,,0,0
70402,,704,,,70402,,false,true,false,0,20,-1,0.05,"",0,0,1900,700,1020,1040,1120,820,880,60,100,200,100,200,100,200,,0,664,10,320,32,0,,0,0,,0,5
70501,,705,,,70501,,false,true,false,0,20,-1,0.1,"",0,0,1060,360,860,530,670,510,320,30,50,120,20,120,20,100,,0,24,4,40,4,22155,,100,0,,0,0
70502,,705,,,70501,,false,true,false,0,20,-1,0.1,"",0,0,250,360,660,520,540,440,320,0,50,120,20,120,20,100,,0,24,4,40,4,10705,,5,0,,0,0
70503,,705,,,70501,,false,true,false,0,20,-1,0.1,"",0,0,760,360,330,130,270,110,320,0,50,0,0,0,0,0,,0,250,0,40,4,30142,,100,0,,0,0
70504,,705,,,70502,,false,true,false,0,20,-1,0.1,"",0,0,400,360,390,260,285,210,311,50,60,300,100,300,100,130,,0,24,4,40,4,10705,,5,0,,0,20
70601,,706,,,70601,,false,true,false,0,20,-1,0.1,"",0,0,620,310,360,130,310,120,290,30,50,120,20,120,20,100,,0,24,6,10,2,7,,60,0,,0,20
70701,,707,,,70701,,false,true,false,0,20,-1,0.1,"",0,0,1020,290,660,710,690,660,210,30,50,120,20,120,20,100,,0,24,4,40,4,22156,,100,0,,0,0
70801,,708,,,70801,,false,true,false,0,20,-1,0.1,"",0,0,640,300,280,132,250,112,197,60,60,300,120,300,100,130,,0,24,4,40,4,7,,20,10708,,5,20
70802,,708,,,70802,,false,true,true,0,20,-1,0.1,"",0,0,2050,300,350,320,170,250,220,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,20
70803,,708,,,70801,,false,true,false,0,20,-1,0.1,"",0,0,310,300,175,132,175,112,197,50,60,300,100,300,100,130,,0,24,4,40,4,7,,20,10708,,5,20
70901,,709,,,70901,,false,true,false,0,20,-1,0.1,"",0,0,860,380,280,260,180,150,172,60,60,300,120,300,120,130,,0,24,6,40,4,10709,,5,0,,0,20
70902,,709,,,70901,,false,true,false,0,20,-1,0.1,"",0,0,1240,380,660,540,440,420,330,30,50,120,20,120,20,100,,0,24,6,40,4,22142,,100,0,,0,0
71001,,710,,,71001,,false,true,false,0,20,-1,0.05,"",0,0,550,430,490,74,206,74,320,80,60,330,130,330,130,130,,0,84,6,80,8,0,,0,0,,0,15
71101,,711,,,71101,,false,true,false,0,20,-1,0.05,"",0,0,1550,390,290,280,290,230,230,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
71601,,716,,,71601,,false,true,false,0,20,-1,0.05,"",0,0,1360,420,650,270,430,240,670,40,60,170,40,170,40,130,,0,4,24,160,16,0,,0,0,,0,0
71801,,718,,,71801,,false,true,false,0,20,-1,0.05,"",0,0,1600,630,3769,925,3039,835,810,70,100,0,100,0,100,160,,0,264,8,160,16,0,,0,0,,0,10
71802,,718,,,71801,,false,true,false,0,20,-1,0.05,"",0,0,2580,630,3940,1670,3010,1580,1540,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
71901,,719,,,71901,,false,true,false,0,20,-1,0.05,"",0,0,2480,500,1260,600,580,510,740,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
72001,,720,,,72001,,false,true,false,0,20,-1,0.05,"",0,0,1650,680,810,500,1080,460,970,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
72101,,721,,,72101,,false,true,false,0,20,-1,0.05,"",0,0,230,890,1850,110,2050,650,1120,90,60,200,140,200,140,160,,0,464,8,160,16,10721,,5,0,,0,10
72102,,721,,,72101,,false,true,false,0,20,-1,0.05,"",0,0,2740,890,2266,852,2466,1204,1120,80,80,90,60,90,70,160,,0,464,8,160,16,10721,,5,0,,0,10
72201,,722,,,72201,,false,true,false,0,20,-1,0.05,"",0,0,1780,710,1050,720,1310,760,910,50,80,210,50,210,50,160,,0,264,8,160,16,22148,,100,0,,0,0
72301,,723,,,72301,,false,true,false,0,20,-1,0.05,"",0,0,2480,670,560,770,1300,770,570,50,80,210,50,210,50,160,,0,264,8,160,16,22131,,100,0,,0,0
72302,,723,,,72302,,false,true,false,0,20,-1,0.05,"",0,0,2480,670,460,670,1300,670,370,50,80,160,80,160,80,160,,0,264,8,160,16,10723,,5,0,,0,10
72401,,724,,,72401,,false,true,false,0,20,-1,0.05,"",0,0,2740,520,830,590,850,590,570,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
72501,,725,,,72501,,false,true,false,0,20,-1,0.05,"",0,0,3680,780,830,1130,640,640,770,50,80,210,70,210,70,160,,0,664,10,320,32,0,,0,0,,0,5
72601,,726,,,72601,,false,true,false,0,20,-1,0.05,"",0,0,510,840,340,220,1810,400,760,90,60,210,150,210,150,160,,0,264,8,160,16,10726,,5,0,,0,10
72602,,726,,,72601,,false,true,false,0,20,-1,0.05,"",0,0,1550,840,340,280,1810,610,760,50,80,210,50,210,50,160,,0,264,8,160,16,764,,100,0,,0,10
72701,,727,,,72701,,false,true,false,0,20,-1,0.05,"",0,0,1770,820,1349,299,689,149,810,90,60,220,160,220,160,160,,0,264,8,160,16,10727,,5,0,,0,10
72702,,727,,,72701,,false,true,false,0,20,-1,0.05,"",0,0,790,820,4388,2384,3728,2234,1954,65,60,0,20,0,20,130,,0,264,8,160,16,10727,,5,0,,0,10
72801,,728,,,72801,,false,true,false,0,20,-1,0.1,"",0,0,725,310,335,145,370,80,207,60,60,300,120,310,120,130,,0,24,4,40,4,10728,,5,0,,0,20
72802,,728,,,72802,,false,true,false,0,20,-1,0.1,"",0,0,3800,310,2180,800,2250,840,640,30,50,120,20,120,20,100,,0,24,4,40,4,10728,,5,0,,0,0
72803,,728,,,72803,,false,true,false,0,20,-1,0.1,"",0,0,90,310,2576,216,2646,256,508,70,60,30,130,30,130,130,,0,424,4,40,4,10728,,5,0,,0,20
72901,,729,,,72901,,false,true,false,0,20,-1,0.05,"",0,0,1370,400,300,212,70,142,220,80,60,320,120,320,120,130,,0,84,6,80,8,0,,0,0,,0,15
72902,,729,,,72902,,false,true,false,0,20,-1,0.05,"",0,0,1660,400,490,630,390,290,320,40,60,170,40,170,40,130,,0,84,6,80,8,10729,,5,0,,0,0
73001,,730,,,73001,,false,true,false,0,20,-1,0.05,"",0,0,1110,390,2830,1480,2790,1530,1250,40,60,170,40,170,40,130,,0,84,6,80,8,22151,,100,0,,0,0
73002,,730,,,73002,,false,true,false,0,20,-1,0.05,"",0,0,1110,390,530,180,490,230,250,40,60,170,40,170,40,130,,0,84,6,80,8,10730,,5,0,,0,0
73101,,731,,,73101,,false,true,false,0,20,-1,0.05,"",0,0,1380,820,860,420,940,440,1070,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
73201,,732,,,73201,,false,false,true,0,20,-1,0.05,"",0,0,12293,980,5033,3753,5319,4033,2317,200,100,0,100,0,100,100,,21,1364,12,350,35,10732,,100,0,,0,0
73301,,733,,,73301,,false,true,false,0,20,-1,0.05,"",0,0,1960,780,430,680,1890,880,1240,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
73302,,733,,,73302,,false,true,false,0,20,-1,0.05,"",0,0,1960,780,430,680,1890,880,1240,0,100,0,0,0,0,0,,1500200,664,10,320,32,0,,0,0,,0,5
73401,,734,,,73401,,false,true,false,0,20,-1,0.05,"",0,0,2920,740,900,1000,1260,760,850,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
73501,,735,,,73501,,false,true,false,0,20,-1,0.05,"",0,0,6130,1120,4606,1910,6116,2140,1684,60,100,0,90,0,90,160,,15,664,10,320,32,10735,,30,0,,0,0
73701,,737,,,73701,,false,true,false,0,20,-1,0.05,"",0,0,2780,660,1460,690,840,570,940,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
73901,,739,,,73901,,false,true,false,0,20,-1,0.05,"",0,0,1870,960,960,480,1680,680,1290,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
74001,,740,,,74001,,false,true,false,0,20,-1,0.05,"",0,0,1880,980,3010,2480,3260,2570,2390,60,100,260,90,260,90,200,,0,664,10,320,32,10740,,5,0,,0,5
74002,,740,,,74001,,false,true,false,0,20,-1,0.05,"",0,0,1880,980,1010,480,1260,570,1390,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
74101,,741,,,74101,,false,true,false,0,20,-1,0.05,"",0,0,2630,860,1120,620,980,570,900,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
74201,,742,,,74201,,false,true,false,0,20,-1,0.05,"",0,0,1870,1360,390,450,2110,730,1090,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
74301,,743,,,74301,,false,false,true,0,20,1.3,0.05,"",0,0,4420,770,4656,1754,4656,1754,1744,130,100,0,50,0,50,160,,40,664,10,320,32,0,,0,0,,0,5
74401,,744,,,74401,,false,true,true,0,20,-1,0.05,"",0,0,3070,600,1570,590,770,500,990,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,0
74501,,745,,,74501,,false,false,true,0,20,-1,0.05,"",0,0,8320,660,4264,1480,2544,1500,1140,90,100,100,90,100,90,200,,0,664,10,320,32,0,,0,0,,0,5
74502,,745,,,74501,,false,true,false,0,20,-1,0.05,"",0,0,5570,660,3327,1680,2707,1700,1140,60,100,90,90,90,90,200,,0,664,10,320,32,10745,,30,0,,0,0
74701,,747,,,74701,,false,false,true,0,20,-1,0.05,"",0,0,2230,760,5006,1834,4446,1894,2097,250,100,0,50,0,50,130,,0,664,10,320,32,0,,0,0,,0,5
74702,,747,,,74702,,false,true,false,0,20,-1,0.05,"",0,0,3560,760,5860,3080,5800,3190,2480,150,100,0,100,0,100,100,,16,50000,24,6400,160,0,,0,0,,0,5
74801,,748,,,74801,,false,true,true,0,20,-1,0.05,"",0,0,4490,650,3290,1620,3610,1660,1440,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
74901,,749,,,74901,,false,true,true,0,20,-1,0.05,"",0,0,2630,820,1510,720,1050,620,1090,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
75001,,750,,,75001,,false,true,false,0,20,-1,0.1,"",0,0,2980,270,3603,2110,1683,1140,1230,50,50,50,20,50,20,100,,0,24,4,40,4,10750,,5,0,,0,20
75002,,750,,,75002,,false,true,false,0,20,-1,0.1,"",0,0,3930,270,3830,1683,2410,1713,864,60,100,120,90,120,90,160,,0,24,4,40,4,10750,,30,0,,0,0
75003,,750,,,75003,,false,true,false,0,20,-1,0.1,"",0,0,700,270,279,86,353,116,221,50,60,290,100,310,100,130,,0,24,4,40,4,10750,,5,0,,0,20
75101,,751,,,75101,,false,true,false,0,20,1.5,0.05,"",0,0,7610,750,3170,1960,3240,1720,213,50,60,170,40,170,40,300,,0,264,8,160,16,0,,0,0,,0,0
75201,,752,,,75201,,false,true,false,0,20,-1,0.05,"",0,0,4860,390,1930,2442,618,10,170,80,50,170,200,10,170,130,,0,84,6,80,8,10752,,5,0,,0,15
75202,,752,,,75201,,false,true,false,0,20,-1,0.05,"",0,0,3880,390,3180,3550,360,600,170,80,80,100,130,100,130,130,,29,84,6,80,8,10752,,30,0,,0,0
75203,,752,,,75203,,false,true,false,0,20,3,0.05,"",0,0,5660,390,3180,4210,680,1280,850,40,60,170,40,170,40,130,,0,84,6,80,8,10752,,5,0,,0,0
75301,,753,,,75301,,false,true,false,0,20,-1,0.05,"",0,0,2610,710,259,450,389,230,510,50,60,300,150,300,150,160,,0,264,8,160,16,10753,,5,0,,0,3
75302,,753,,,75302,,false,true,false,0,20,-1,0.05,"",0,0,100,710,100,740,100,520,510,10,0,50,50,50,50,160,,33,3000,0,160,16,59,,100,0,,0,3
75401,,754,,,75401,,false,false,true,0,20,-1,0.05,"",0,0,15010,1140,4642,1568,4962,1608,1648,50,100,0,100,0,100,160,,0,664,10,320,32,10754,,5,0,,0,5
75501,,755,,,75501,,false,true,false,0,20,-1,0.05,"",0,0,6430,490,4044,2080,5060,3240,2260,80,60,0,40,0,40,130,,0,84,6,80,8,10755,,30,0,,0,0
75601,,756,,,75601,,false,true,false,0,20,-1,0.05,"",0,0,390,650,2294,370,2564,250,1010,90,60,100,150,100,150,160,,0,664,8,160,16,1174,,5,10756,,5,10
75801,,758,,,75801,,false,true,false,0,20,-1,0.05,"",0,0,1000,330,360,280,430,270,260,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
75901,,759,,,75901,,false,true,false,0,20,-1,0.05,"",0,0,730,380,340,200,390,250,260,0,60,170,40,170,40,130,,0,84,6,80,8,10759,,5,0,,0,0
75902,,759,,,75901,,false,true,false,0,20,-1,0.05,"",0,0,300,380,2771,906,2731,556,780,80,60,80,80,80,80,130,,0,484,6,80,8,10759,,5,0,,0,15
76001,,760,,,76001,,false,true,false,0,20,-1,0.05,"",0,0,1110,260,720,520,820,420,520,40,60,170,40,170,40,130,,0,84,6,80,8,22139,,100,0,,0,0
76002,,760,,,76001,,false,true,false,0,20,-1,0.05,"",0,0,1110,260,360,420,420,320,130,40,60,170,40,170,40,130,,0,84,6,80,8,10760,,5,0,,0,15
76601,,766,,,76601,,false,true,false,0,20,-1,0.05,"",0,0,3540,750,1980,820,1300,770,1170,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
76701,,767,,,76701,,false,true,false,0,20,-1,0.05,"",0,0,3290,710,1740,480,1550,300,800,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
77001,,770,,,77001,,false,true,false,0,20,-1,0.05,"",0,0,1950,560,1290,580,580,360,580,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
77002,,770,,,77002,,false,true,false,0,20,-1,0.05,"",0,0,1950,560,1290,580,580,360,580,50,80,160,80,160,80,160,,0,264,8,160,16,0,,0,0,,0,10
77101,,771,,,77101,,false,true,false,0,20,-1,0.05,"",0,0,2920,600,1400,620,840,640,890,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
77201,,772,,,77201,,false,true,false,0,20,-1,0.05,"",0,0,1770,1140,2730,410,830,410,1520,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
77301,,773,,,77301,,false,true,false,0,20,-1,0.05,"",0,0,2200,1030,2960,1590,3260,1620,1090,60,100,260,90,260,90,200,,0,664,10,320,32,22107,,100,0,,0,0
77401,,774,,,77401,,false,true,false,0,20,-1,0.05,"",0,0,2630,960,620,340,2240,660,940,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
77501,,775,,,77501,,false,true,true,0,20,2,0.05,"",0,0,12280,810,5876,2274,4636,2334,1802,80,100,0,50,0,50,130,,16,1364,12,320,32,0,,0,0,,0,5
77601,,776,,,77601,,false,true,false,0,20,-1,0.05,"",0,0,4950,940,2190,490,750,510,1290,60,100,260,90,260,90,200,,0,1364,12,320,32,0,,0,0,,0,5
77701,,777,,,77701,,false,true,false,0,20,-1,0.05,"",0,0,3360,1000,4590,2490,4660,2680,2470,60,100,260,90,260,90,200,,0,1364,12,320,32,22101,,100,0,,0,0
77801,,778,,,77801,,false,true,false,0,20,-1,0.05,"",0,0,2130,1070,1330,740,1580,800,1760,60,100,260,90,260,90,200,,0,1364,12,320,32,0,,0,0,,0,5
77901,,779,,,77901,,false,true,false,0,20,-1,0.05,"",0,0,3360,960,1330,740,1820,860,1060,60,100,260,90,260,90,200,,0,1364,12,320,32,0,,0,0,,0,5
80001,,800,,,80001,,false,true,true,0,100,-1,0.05,"",0,0,1800,410,470,100,104,100,216,100,100,380,200,340,240,160,,12,0,0,0,0,0,,0,0,,0,0
80101,,801,,,80101,,false,true,true,0,100,-1,0.05,"",0,0,1800,410,430,100,278,100,60,125,100,340,240,380,200,100,,12,0,0,0,0,0,,0,0,,0,0
80201,,802,,,80201,,false,true,true,0,20,-1,0.05,"",0,0,44400,1520,8300,2800,7000,3200,800,0,0,0,0,0,0,0,,12,20000,24,10000,160,0,,0,0,,0,0
80401,,804,,,80401,,false,true,true,0,20,-1,0.05,"",0,0,106900,800,4766,2183,4766,2183,1490,0,100,0,0,0,0,100,,12,70000,80,16000,160,0,,0,0,,0,0
80501,,805,,,80501,,false,true,false,0,20,-1,0.05,"",0,0,5000,750,900,500,100,600,500,40,60,130,60,130,60,130,,0,84,6,80,8,0,,0,0,,0,0
80601,,806,,,80601,,false,false,true,0,20,-1,0.05,"",0,0,9110,750,2750,1010,1122,719,753,200,60,150,160,150,160,160,,12,15000,24,8000,160,0,,0,0,,0,0
80602,,806,,,80601,,false,false,true,0,20,-1,0.05,"",0,0,10000,750,2700,1300,1220,900,600,40,60,130,60,130,60,130,,12,15000,6,1000,8,0,,0,0,,0,0
80901,,809,,,80901,,false,true,true,0,100,-1,0.05,"",0,0,1430,410,380,100,105,100,216,50,100,340,195,300,220,160,,12,0,0,0,0,0,,0,0,,0,0
81001,,810,,,81001,,false,true,true,0,100,-1,0.05,"",0,0,1430,410,350,100,254,100,60,65,100,300,220,340,195,100,,12,0,0,0,0,0,,0,0,,0,0
81101,,811,,,81101,,false,true,false,0,20,-1,0.05,"4",0,0,4820,750,130,35,130,35,60,60,60,130,110,130,110,130,,12,0,0,0,0,0,,0,0,,0,0
81201,,812,,,81201,,false,true,true,0,20,-1,0.05,"",0,0,15000,800,5000,3600,5000,3600,1100,0,100,260,70,260,70,200,,12,0,0,0,0,0,,0,0,,0,0
81301,,813,,,81301,,false,true,true,0,20,-1,0.05,"",0,0,1050,800,5500,2500,3600,2500,800,0,100,260,70,260,70,200,,12,0,0,0,0,0,,0,0,,0,0
81401,,814,,,81401,,false,true,true,0,20,-1,0.05,"",0,0,1050,800,3600,2500,5500,2500,800,0,100,260,70,260,70,200,,12,0,0,0,0,0,,0,0,,0,0
83401,,834,,,83401,,false,true,false,0,20,-1,0.05,"",0,0,10680,980,9714,4036,8134,3846,2960,150,100,0,100,0,100,100,,12,50000,24,6400,160,373,,100,0,,0,0
83501,,835,,,83501,,false,true,false,0,20,-1,0.05,"",0,0,5420,980,6504,3536,7364,3906,1850,150,100,0,100,0,100,100,,21,50000,24,6400,160,0,,0,0,,0,0
83601,,836,,,83601,,false,false,true,0,20,-1,0.05,"",0,0,19130,680,5272,2250,5272,2160,1841,60,100,0,50,0,50,130,,0,264,8,160,16,0,,0,0,,0,0
83701,,837,,,83701,,false,false,true,0,20,-1,0.1,"",0,0,2170,300,804,474,504,444,158,120,60,400,200,400,200,160,,0,224,4,40,4,0,,0,0,,0,0
86401,,864,,,77501,,false,false,false,0,20,-1,0.05,"",0,0,4040,810,6214,2136,4874,2106,1025,400,100,0,150,0,150,200,,16,20000,12,3200,64,0,,0,0,,0,0
86501,,865,,,22501,,false,true,false,0,20,-1,0.05,"",0,0,10000,640,3740,2700,2740,2500,1490,60,100,260,90,260,90,200,,0,0,0,0,0,0,,0,0,,0,0
86601,,866,,,3701,,false,false,false,0,20,-1,0.05,"",0,0,8040,820,6414,2776,4964,2456,1048,400,100,0,150,0,150,180,,15,20000,10,3200,64,0,,0,0,,0,0
86701,,867,,,86701,,false,true,false,0,20,-1,0.05,"",0,0,5740,750,6774,3476,6774,3006,1430,150,100,0,100,0,100,100,,16,50000,24,6400,160,0,,0,0,,0,0
86801,,868,,,43901,,false,false,false,0,20,-1,0.05,"",0,0,510,980,5354,1236,5754,1666,1040,250,100,0,150,0,150,200,,18,6640,10,3200,64,0,,0,0,,0,0
86901,,869,,,43501,,false,false,false,0,20,-1,0.05,"",0,0,14890,960,5454,2436,7154,2476,1550,250,100,0,150,0,150,100,,15,20000,12,3500,64,0,,0,0,,0,0
87001,,870,,,4001,,false,false,false,0,20,-1,0.05,"",0,0,10040,600,7034,2586,5694,2216,905,400,100,0,150,0,150,200,,17,20000,12,3500,64,20618,,100,0,,0,0
87101,,871,,,62701,,false,true,false,0,20,-1,0.05,"",0,0,1170,650,4302,1820,3102,1830,1270,70,80,0,50,0,100,160,,0,964,8,160,16,10627,,5,0,,0,0
87201,,872,,,40401,,false,true,false,0,20,-1,0.05,"",0,0,2720,470,4086,1800,2606,1420,1210,80,80,80,50,80,100,160,,0,964,8,160,16,0,,0,0,,0,0
87202,,872,,,40401,,false,true,false,0,20,-1,0.05,"",0,0,10000,470,3110,2400,1930,2020,1210,50,80,210,50,210,50,160,,0,0,0,0,0,0,,0,0,,0,0
87301,,873,,,38501,,false,true,false,0,20,-1,0.05,"",0,0,8000,700,5214,2266,4884,2136,1661,60,80,0,50,0,50,160,,0,664,10,320,32,0,,0,0,,0,0
87401,,874,,,23002,,false,false,false,0,20,-1,0.05,"",0,0,10680,820,5164,1796,4194,1556,2740,40,80,0,50,0,50,0,,0,664,10,320,32,0,,0,0,,0,0
87402,,874,,,23001,,false,false,true,0,20,-1,0.05,"",0,0,1040,820,6324,1701,5354,1461,2570,300,100,0,200,0,200,100,,0,664,10,320,32,0,,0,0,,0,0
87403,,874,,,87403,,false,false,true,0,20,-1,0.05,"",0,0,4990,820,5154,2060,4194,1820,2093,150,100,0,90,0,90,130,,0,664,10,320,32,0,,0,0,,0,0
87501,,875,,,3801,,false,false,false,0,20,-1,0.05,"",0,0,6140,720,5064,2226,5754,2326,850,300,100,0,150,0,150,200,,15,20000,10,3200,64,0,,0,0,,0,0
87601,,876,,,3601,,false,false,false,0,20,-1,0.05,"",0,0,5860,1000,1806,2064,5816,2674,780,300,100,200,150,0,150,200,,17,20000,10,3200,64,0,,0,0,,0,0
87701,,877,,,87701,,false,true,false,0,20,-1,0.05,"",0,0,8620,540,3130,2360,2552,2150,570,300,100,200,70,200,70,200,,8,6640,10,3200,64,10128,,100,0,,0,0
87901,,879,,,87901,,false,true,false,0,20,-1,0.05,"",0,0,6180,540,3140,1745,1770,1235,567,100,60,200,150,200,150,160,,15,664,10,320,32,0,,0,0,,0,0
87902,,879,,,21401,,false,false,true,0,20,-1,0.05,"",0,0,24000,540,5464,1866,2944,1526,1468,60,100,0,100,0,100,130,,10,664,10,320,32,0,,0,0,,0,0
88101,,881,,,88101,,false,false,true,0,20,-1,0.05,"",0,0,6570,780,2786,2050,2416,2140,780,290,100,200,90,200,90,200,,12,15000,10,3200,64,10600,,100,0,,0,0
88301,,883,,,58801,,false,true,false,0,20,-1,0.05,"",0,0,460,340,2780,510,2860,850,1260,80,60,70,100,70,100,130,,0,664,8,160,16,1174,,5,10588,,5,0
88401,,884,,,61301,,false,true,false,0,20,-1,0.05,"",0,0,8920,980,2600,648,3395,908,458,100,60,210,150,210,150,160,,19,6640,10,3200,32,10613,,100,0,,0,0
88402,,884,,,61302,,false,true,false,0,20,-1,0.05,"",0,0,8920,980,1898,648,2918,908,458,100,60,120,150,120,150,160,,40,15000,10,3200,32,10613,,100,0,,0,0
88501,,885,,,88599,,false,true,true,0,0,-1,0.05,"",0,0,2250,750,1090,105,1090,45,10,220,0,0,250,0,250,0,,12,4220,16,3200,32,10178,,100,0,,0,0
88601,,886,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,10000,800,1000,3600,1000,3600,800,0,100,260,70,260,70,200,,12,0,0,0,0,0,,0,0,,0,0
88602,,886,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,10000,800,1000,3600,1000,3600,800,0,100,260,70,260,70,200,,12,0,0,0,0,0,,0,0,,0,0
88701,,887,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,500,100,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,,12,0,0,0,0,0,,0,0,,0,0
88801,,888,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,500,100,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,,12,0,0,0,0,0,,0,0,,0,0
88901,,889,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,1200,160,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,,12,0,0,0,0,0,,0,0,,0,0
89001,,890,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,1200,160,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,,12,0,0,0,0,0,,0,0,,0,0
89101,,891,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,1200,160,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,,12,0,0,0,0,0,,0,0,,0,0
89201,,892,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,1200,160,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,,12,0,0,0,0,0,,0,0,,0,0
89301,,893,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,1200,160,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,,12,0,0,0,0,0,,0,0,,0,0
89401,,894,,,80401,,false,true,false,0,20,-1,0.05,"",0,0,1200,160,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,,12,0,0,0,0,0,,0,0,,0,0
90601,,906,,,90601,,false,true,true,0,20,-1,0.05,"",0,0,15510,800,1750,200,1036,70,320,380,60,290,260,290,260,160,,17,5500,16,2400,24,10907,,100,0,,0,0
90602,,906,,,90601,,false,true,true,0,20,-1,0.05,"",0,0,11000,800,1430,620,1160,500,240,50,80,210,50,210,50,160,,17,5500,16,2400,24,0,,0,0,,0,0
90701,,907,,,90701,,false,true,false,0,20,-1,0.05,"",0,0,2720,780,3860,2300,3250,2290,1380,50,80,210,50,210,50,160,,17,5500,16,2400,24,10907,,5,0,,0,5
90702,,907,,,90702,,false,true,false,0,20,-1,0.05,"",0,0,1720,780,1860,1300,1350,1500,1400,50,80,210,50,210,50,160,,17,5500,16,2400,24,10907,,5,0,,0,0
90901,,909,,,90901,,false,true,true,0,20,-1,0.05,"",0,0,15270,800,2893,1785,2893,1585,781,380,80,180,200,180,200,150,,12,15000,16,1600,160,10908,,100,0,,0,0
91001,,910,,,91001,,false,false,false,0,20,-1,0.05,"",0,0,4040,260,580,330,530,150,162,270,100,330,250,310,250,160,,18,100,0,80,8,0,,0,0,,0,0
91101,,911,,,91101,,false,false,false,0,20,-1,0,"1",0,0,2670,530,338,258,328,228,150,130,100,450,240,450,240,130,,12,150,0,80,0,0,,0,0,,0,0
91301,,913,,,91301,,false,true,true,0,20,-1,0.05,"",0,0,14670,300,535,166,435,53,73,270,100,320,255,320,230,200,,16,500,4,80,8,0,,0,0,,0,0
91302,,913,,,91301,,false,true,false,0,20,-1,0.05,"",0,0,1430,300,520,200,200,190,320,40,60,130,60,130,60,130,,0,4,16,80,8,0,,0,0,,0,0
91401,,914,,,91401,,false,true,false,0,20,-1,0.05,"",0,0,2413,300,520,200,440,50,130,17,0,0,400,0,360,0,,12,0,0,0,0,0,,0,0,,0,0
91601,,916,,,91601,,false,true,true,0,20,-1,0.05,"",0,0,18880,660,4076,2380,2786,2090,946,320,80,100,180,100,180,200,,20,30000,24,6000,160,10912,,100,0,,0,0
91701,,917,,,91701,,false,true,false,0,20,-1,0.05,"",0,0,2580,560,680,420,750,440,460,50,80,160,80,160,80,160,,0,4,24,160,16,0,,0,0,,0,0
