int32 0,int32 1,string 2,string2 3,string2 4,int32 5,empty 6
3111,0,"","","",1,
3112,0,"","","",1,
3113,0,"","","",1,
3114,0,"","","",1,
3115,0,"","","",1,
3116,0,"","","",1,
3117,0,"","","",1,
3118,0,"","","",1,
3119,0,"","","",1,
3120,0,"","","",1,
3121,0,"","","",1,
3122,0,"","","",1,
3123,2,"Produced by Bandai Namco Entertainment Inc.","","",1,
3124,0,"","","",1,
3125,0,"","","",1,
3126,0,"","","",1,
3127,0,"","","",1,
3128,0,"","","",1,
3129,0,"","","",1,
3130,0,"","","",1,
3131,0,"","","",1,
3132,0,"","","",1,
3133,0,"","","",1,
3134,0,"","","",1,
3135,0,"","","",1,
3136,0,"","","",1,
3137,0,"","","",1,
3138,0,"","","",1,
